   time (s)      Tw (K)       T2 (K)       T3 (K)       T4 (K)       T5 (K)       T6 (K)       T7 (K)       T8 (K)       T9(K)
 0.17100E+02  0.15378E+04  0.00000E+00  0.00000E+00  0.13114E+04  0.65225E+03  0.39935E+03  0.32043E+03  0.30033E+03  0.30000E+03
 0.17200E+02  0.15381E+04  0.00000E+00  0.00000E+00  0.13173E+04  0.65515E+03  0.40072E+03  0.32088E+03  0.30034E+03  0.30000E+03
 0.17300E+02  0.15383E+04  0.00000E+00  0.00000E+00  0.13233E+04  0.65805E+03  0.40211E+03  0.32134E+03  0.30036E+03  0.30000E+03
 0.17400E+02  0.15385E+04  0.00000E+00  0.00000E+00  0.13294E+04  0.66094E+03  0.40349E+03  0.32180E+03  0.30037E+03  0.30000E+03
 0.17500E+02  0.15388E+04  0.00000E+00  0.00000E+00  0.13354E+04  0.66383E+03  0.40488E+03  0.32227E+03  0.30039E+03  0.30000E+03
 0.17600E+02  0.15390E+04  0.00000E+00  0.00000E+00  0.13415E+04  0.66676E+03  0.40626E+03  0.32274E+03  0.30040E+03  0.30000E+03
 0.17700E+02  0.15392E+04  0.00000E+00  0.00000E+00  0.13476E+04  0.66968E+03  0.40765E+03  0.32321E+03  0.30042E+03  0.30000E+03
 0.17800E+02  0.15394E+04  0.00000E+00  0.00000E+00  0.13537E+04  0.67261E+03  0.40905E+03  0.32369E+03  0.30044E+03  0.30000E+03
 0.17900E+02  0.15396E+04  0.00000E+00  0.00000E+00  0.13599E+04  0.67553E+03  0.41044E+03  0.32418E+03  0.30045E+03  0.30000E+03
 0.18000E+02  0.15398E+04  0.00000E+00  0.00000E+00  0.13660E+04  0.67845E+03  0.41189E+03  0.32466E+03  0.30047E+03  0.30000E+03
 0.18100E+02  0.15401E+04  0.00000E+00  0.00000E+00  0.13722E+04  0.68136E+03  0.41334E+03  0.32515E+03  0.30049E+03  0.30000E+03
 0.18200E+02  0.15403E+04  0.00000E+00  0.00000E+00  0.13785E+04  0.68426E+03  0.41480E+03  0.32565E+03  0.30051E+03  0.30000E+03
 0.18300E+02  0.15405E+04  0.00000E+00  0.00000E+00  0.13847E+04  0.68716E+03  0.41625E+03  0.32615E+03  0.30053E+03  0.30000E+03
 0.18400E+02  0.15407E+04  0.00000E+00  0.00000E+00  0.13910E+04  0.69005E+03  0.41771E+03  0.32665E+03  0.30055E+03  0.30000E+03
 0.18500E+02  0.15409E+04  0.00000E+00  0.00000E+00  0.13973E+04  0.69296E+03  0.41918E+03  0.32716E+03  0.30057E+03  0.30000E+03
 0.18600E+02  0.15411E+04  0.00000E+00  0.00000E+00  0.14036E+04  0.69589E+03  0.42065E+03  0.32768E+03  0.30059E+03  0.30000E+03
 0.18700E+02  0.15413E+04  0.00000E+00  0.00000E+00  0.14100E+04  0.69881E+03  0.42212E+03  0.32819E+03  0.30061E+03  0.30000E+03
 0.18800E+02  0.15415E+04  0.00000E+00  0.00000E+00  0.14163E+04  0.70172E+03  0.42358E+03  0.32871E+03  0.30063E+03  0.30000E+03
 0.18900E+02  0.15417E+04  0.00000E+00  0.00000E+00  0.14227E+04  0.70463E+03  0.42505E+03  0.32924E+03  0.30066E+03  0.30000E+03
 0.19000E+02  0.15419E+04  0.00000E+00  0.00000E+00  0.14292E+04  0.70753E+03  0.42651E+03  0.32976E+03  0.30068E+03  0.30000E+03
 0.19100E+02  0.15421E+04  0.00000E+00  0.00000E+00  0.14356E+04  0.71041E+03  0.42799E+03  0.33029E+03  0.30070E+03  0.30000E+03
 0.19200E+02  0.15423E+04  0.00000E+00  0.00000E+00  0.14421E+04  0.71329E+03  0.42946E+03  0.33083E+03  0.30073E+03  0.30000E+03
 0.19300E+02  0.15425E+04  0.00000E+00  0.00000E+00  0.14486E+04  0.71617E+03  0.43095E+03  0.33137E+03  0.30075E+03  0.30000E+03
 0.19400E+02  0.15427E+04  0.00000E+00  0.00000E+00  0.14551E+04  0.71907E+03  0.43243E+03  0.33191E+03  0.30078E+03  0.30000E+03
 0.19500E+02  0.15428E+04  0.00000E+00  0.00000E+00  0.14617E+04  0.72198E+03  0.43389E+03  0.33246E+03  0.30080E+03  0.30000E+03
 0.19600E+02  0.15430E+04  0.00000E+00  0.00000E+00  0.14682E+04  0.72488E+03  0.43537E+03  0.33301E+03  0.30083E+03  0.30000E+03
 0.19700E+02  0.15432E+04  0.00000E+00  0.00000E+00  0.14749E+04  0.72777E+03  0.43684E+03  0.33356E+03  0.30086E+03  0.30000E+03
 0.19800E+02  0.15434E+04  0.00000E+00  0.00000E+00  0.14815E+04  0.73066E+03  0.43835E+03  0.33412E+03  0.30089E+03  0.30000E+03
 0.19900E+02  0.15436E+04  0.00000E+00  0.00000E+00  0.14882E+04  0.73353E+03  0.43990E+03  0.33471E+03  0.30092E+03  0.30000E+03
 0.20000E+02  0.15438E+04  0.00000E+00  0.00000E+00  0.14949E+04  0.73639E+03  0.44145E+03  0.33530E+03  0.30095E+03  0.30000E+03
 0.20100E+02  0.15439E+04  0.00000E+00  0.00000E+00  0.15016E+04  0.73925E+03  0.44300E+03  0.33590E+03  0.30098E+03  0.30000E+03
 0.20200E+02  0.15441E+04  0.00000E+00  0.00000E+00  0.15084E+04  0.74212E+03  0.44456E+03  0.33650E+03  0.30101E+03  0.30000E+03
 0.20300E+02  0.15443E+04  0.00000E+00  0.00000E+00  0.15152E+04  0.74500E+03  0.44612E+03  0.33710E+03  0.30105E+03  0.30000E+03
 0.20400E+02  0.15445E+04  0.00000E+00  0.00000E+00  0.15220E+04  0.74788E+03  0.44764E+03  0.33771E+03  0.30108E+03  0.30000E+03
 0.20500E+02  0.15446E+04  0.00000E+00  0.00000E+00  0.15288E+04  0.75076E+03  0.44918E+03  0.33832E+03  0.30111E+03  0.30000E+03
 0.20600E+02  0.15448E+04  0.00000E+00  0.00000E+00  0.15357E+04  0.75362E+03  0.45072E+03  0.33894E+03  0.30115E+03  0.30000E+03
 0.20700E+02  0.15450E+04  0.00000E+00  0.00000E+00  0.15427E+04  0.75647E+03  0.45228E+03  0.33956E+03  0.30119E+03  0.30000E+03
 0.20800E+02  0.15451E+04  0.00000E+00  0.00000E+00  0.00000E+00  0.75932E+03  0.45384E+03  0.34018E+03  0.30122E+03  0.30000E+03
 0.20900E+02  0.15453E+04  0.00000E+00  0.00000E+00  0.00000E+00  0.76216E+03  0.45540E+03  0.34080E+03  0.30126E+03  0.30000E+03
 0.21000E+02  0.15455E+04  0.00000E+00  0.00000E+00  0.00000E+00  0.76500E+03  0.45697E+03  0.34143E+03  0.30130E+03  0.30000E+03
 0.21100E+02  0.15456E+04  0.00000E+00  0.00000E+00  0.00000E+00  0.76787E+03  0.45851E+03  0.34206E+03  0.30134E+03  0.30000E+03
 0.21200E+02  0.15458E+04  0.00000E+00  0.00000E+00  0.00000E+00  0.77073E+03  0.46006E+03  0.34270E+03  0.30138E+03  0.30000E+03
 0.21300E+02  0.15460E+04  0.00000E+00  0.00000E+00  0.00000E+00  0.77359E+03  0.46162E+03  0.34334E+03  0.30142E+03  0.30000E+03
 0.21400E+02  0.15461E+04  0.00000E+00  0.00000E+00  0.00000E+00  0.77643E+03  0.46318E+03  0.34398E+03  0.30146E+03  0.30000E+03
 0.21500E+02  0.15463E+04  0.00000E+00  0.00000E+00  0.00000E+00  0.77928E+03  0.46475E+03  0.34462E+03  0.30150E+03  0.30000E+03
 0.21600E+02  0.15464E+04  0.00000E+00  0.00000E+00  0.00000E+00  0.78212E+03  0.46637E+03  0.34527E+03  0.30155E+03  0.30000E+03
 0.21700E+02  0.15466E+04  0.00000E+00  0.00000E+00  0.00000E+00  0.78495E+03  0.46800E+03  0.34592E+03  0.30159E+03  0.30000E+03
 0.21800E+02  0.15467E+04  0.00000E+00  0.00000E+00  0.00000E+00  0.78780E+03  0.46963E+03  0.34658E+03  0.30164E+03  0.30000E+03
 0.21900E+02  0.15469E+04  0.00000E+00  0.00000E+00  0.00000E+00  0.79067E+03  0.47127E+03  0.34724E+03  0.30168E+03  0.30000E+03
 0.22000E+02  0.15470E+04  0.00000E+00  0.00000E+00  0.00000E+00  0.79353E+03  0.47291E+03  0.34790E+03  0.30173E+03  0.30000E+03
 0.22100E+02  0.15472E+04  0.00000E+00  0.00000E+00  0.00000E+00  0.79637E+03  0.47454E+03  0.34856E+03  0.30178E+03  0.30000E+03
 0.22200E+02  0.15473E+04  0.00000E+00  0.00000E+00  0.00000E+00  0.79921E+03  0.47617E+03  0.34923E+03  0.30183E+03  0.30000E+03
 0.22300E+02  0.15475E+04  0.00000E+00  0.00000E+00  0.00000E+00  0.80206E+03  0.47780E+03  0.34990E+03  0.30188E+03  0.30000E+03
 0.22400E+02  0.15477E+04  0.00000E+00  0.00000E+00  0.00000E+00  0.80490E+03  0.47943E+03  0.35057E+03  0.30193E+03  0.30000E+03
 0.22500E+02  0.15478E+04  0.00000E+00  0.00000E+00  0.00000E+00  0.80774E+03  0.48107E+03  0.35125E+03  0.30198E+03  0.30000E+03
 0.22600E+02  0.15479E+04  0.00000E+00  0.00000E+00  0.00000E+00  0.81061E+03  0.48270E+03  0.35193E+03  0.30203E+03  0.30000E+03
 0.22700E+02  0.15481E+04  0.00000E+00  0.00000E+00  0.00000E+00  0.81348E+03  0.48434E+03  0.35261E+03  0.30208E+03  0.30000E+03
 0.22800E+02  0.15482E+04  0.00000E+00  0.00000E+00  0.00000E+00  0.81635E+03  0.48598E+03  0.35333E+03  0.30213E+03  0.30000E+03
 0.22900E+02  0.15484E+04  0.00000E+00  0.00000E+00  0.00000E+00  0.81921E+03  0.48762E+03  0.35405E+03  0.30219E+03  0.30000E+03
 0.23000E+02  0.15485E+04  0.00000E+00  0.00000E+00  0.00000E+00  0.82207E+03  0.48926E+03  0.35477E+03  0.30224E+03  0.30000E+03
 0.23100E+02  0.15486E+04  0.00000E+00  0.00000E+00  0.00000E+00  0.82493E+03  0.49090E+03  0.35550E+03  0.30230E+03  0.30000E+03
 0.23200E+02  0.15488E+04  0.00000E+00  0.00000E+00  0.00000E+00  0.82781E+03  0.49255E+03  0.35623E+03  0.30236E+03  0.30000E+03
 0.23300E+02  0.15489E+04  0.00000E+00  0.00000E+00  0.00000E+00  0.83072E+03  0.49425E+03  0.35696E+03  0.30242E+03  0.30000E+03
 0.23400E+02  0.15490E+04  0.00000E+00  0.00000E+00  0.00000E+00  0.83363E+03  0.49594E+03  0.35770E+03  0.30247E+03  0.30000E+03
 0.23500E+02  0.15492E+04  0.00000E+00  0.00000E+00  0.00000E+00  0.83653E+03  0.49764E+03  0.35844E+03  0.30253E+03  0.30000E+03
 0.23600E+02  0.15493E+04  0.00000E+00  0.00000E+00  0.00000E+00  0.83943E+03  0.49934E+03  0.35918E+03  0.30259E+03  0.30000E+03
 0.23700E+02  0.15495E+04  0.00000E+00  0.00000E+00  0.00000E+00  0.84233E+03  0.50104E+03  0.35992E+03  0.30266E+03  0.30000E+03
 0.23800E+02  0.15496E+04  0.00000E+00  0.00000E+00  0.00000E+00  0.84522E+03  0.50274E+03  0.36067E+03  0.30272E+03  0.30000E+03
 0.23900E+02  0.15497E+04  0.00000E+00  0.00000E+00  0.00000E+00  0.84814E+03  0.50444E+03  0.36142E+03  0.30278E+03  0.30000E+03
 0.24000E+02  0.15498E+04  0.00000E+00  0.00000E+00  0.00000E+00  0.85109E+03  0.50614E+03  0.36217E+03  0.30285E+03  0.30000E+03
 0.24100E+02  0.15500E+04  0.00000E+00  0.00000E+00  0.00000E+00  0.85405E+03  0.50784E+03  0.36292E+03  0.30291E+03  0.30000E+03
 0.24200E+02  0.15501E+04  0.00000E+00  0.00000E+00  0.00000E+00  0.85700E+03  0.50953E+03  0.36368E+03  0.30298E+03  0.30000E+03
 0.24300E+02  0.15502E+04  0.00000E+00  0.00000E+00  0.00000E+00  0.85995E+03  0.51123E+03  0.36444E+03  0.30305E+03  0.30000E+03
 0.24400E+02  0.15504E+04  0.00000E+00  0.00000E+00  0.00000E+00  0.86290E+03  0.51293E+03  0.36520E+03  0.30311E+03  0.30000E+03
 0.24500E+02  0.15505E+04  0.00000E+00  0.00000E+00  0.00000E+00  0.86586E+03  0.51462E+03  0.36596E+03  0.30318E+03  0.30000E+03
 0.24600E+02  0.15506E+04  0.00000E+00  0.00000E+00  0.00000E+00  0.86890E+03  0.51632E+03  0.36673E+03  0.30325E+03  0.30000E+03
 0.24700E+02  0.15507E+04  0.00000E+00  0.00000E+00  0.00000E+00  0.87191E+03  0.51802E+03  0.36750E+03  0.30332E+03  0.30000E+03
 0.24800E+02  0.15509E+04  0.00000E+00  0.00000E+00  0.00000E+00  0.87492E+03  0.51974E+03  0.36827E+03  0.30339E+03  0.30000E+03
 0.24900E+02  0.15510E+04  0.00000E+00  0.00000E+00  0.00000E+00  0.87794E+03  0.52150E+03  0.36905E+03  0.30347E+03  0.30000E+03
 0.25000E+02  0.15511E+04  0.00000E+00  0.00000E+00  0.00000E+00  0.88096E+03  0.52325E+03  0.36982E+03  0.30354E+03  0.30000E+03
 0.25100E+02  0.15512E+04  0.00000E+00  0.00000E+00  0.00000E+00  0.88399E+03  0.52500E+03  0.37060E+03  0.30362E+03  0.30000E+03
 0.25200E+02  0.15513E+04  0.00000E+00  0.00000E+00  0.00000E+00  0.88709E+03  0.52675E+03  0.37138E+03  0.30369E+03  0.30000E+03
 0.25300E+02  0.15515E+04  0.00000E+00  0.00000E+00  0.00000E+00  0.89019E+03  0.52849E+03  0.37217E+03  0.30377E+03  0.30000E+03
 0.25400E+02  0.15516E+04  0.00000E+00  0.00000E+00  0.00000E+00  0.89329E+03  0.53024E+03  0.37295E+03  0.30385E+03  0.30000E+03
 0.25500E+02  0.15517E+04  0.00000E+00  0.00000E+00  0.00000E+00  0.89639E+03  0.53198E+03  0.37377E+03  0.30393E+03  0.30000E+03
 0.25600E+02  0.15518E+04  0.00000E+00  0.00000E+00  0.00000E+00  0.89949E+03  0.53373E+03  0.37460E+03  0.30401E+03  0.30000E+03
 0.25700E+02  0.15519E+04  0.00000E+00  0.00000E+00  0.00000E+00  0.90258E+03  0.53548E+03  0.37543E+03  0.30409E+03  0.30000E+03
 0.25800E+02  0.15520E+04  0.00000E+00  0.00000E+00  0.00000E+00  0.90576E+03  0.53722E+03  0.37626E+03  0.30417E+03  0.30000E+03
 0.25900E+02  0.15521E+04  0.00000E+00  0.00000E+00  0.00000E+00  0.90896E+03  0.53897E+03  0.37710E+03  0.30425E+03  0.30000E+03
 0.26000E+02  0.15522E+04  0.00000E+00  0.00000E+00  0.00000E+00  0.91215E+03  0.54072E+03  0.37793E+03  0.30433E+03  0.30000E+03
 0.26100E+02  0.15524E+04  0.00000E+00  0.00000E+00  0.00000E+00  0.91534E+03  0.54246E+03  0.37877E+03  0.30443E+03  0.30000E+03
 0.26200E+02  0.15525E+04  0.00000E+00  0.00000E+00  0.00000E+00  0.91853E+03  0.54419E+03  0.37962E+03  0.30452E+03  0.30000E+03
 0.26300E+02  0.15526E+04  0.00000E+00  0.00000E+00  0.00000E+00  0.92172E+03  0.54595E+03  0.38046E+03  0.30461E+03  0.30000E+03
 0.26400E+02  0.15527E+04  0.00000E+00  0.00000E+00  0.00000E+00  0.92499E+03  0.54774E+03  0.38130E+03  0.30470E+03  0.30000E+03
 0.26500E+02  0.15528E+04  0.00000E+00  0.00000E+00  0.00000E+00  0.92825E+03  0.54953E+03  0.38215E+03  0.30480E+03  0.30000E+03
 0.26600E+02  0.15529E+04  0.00000E+00  0.00000E+00  0.00000E+00  0.93154E+03  0.55132E+03  0.38300E+03  0.30489E+03  0.30000E+03
 0.26700E+02  0.15530E+04  0.00000E+00  0.00000E+00  0.00000E+00  0.93481E+03  0.55312E+03  0.38385E+03  0.30499E+03  0.30000E+03
 0.26800E+02  0.15531E+04  0.00000E+00  0.00000E+00  0.00000E+00  0.93812E+03  0.55491E+03  0.38470E+03  0.30509E+03  0.30000E+03
 0.26900E+02  0.15532E+04  0.00000E+00  0.00000E+00  0.00000E+00  0.94148E+03  0.55670E+03  0.38556E+03  0.30519E+03  0.30000E+03
 0.27000E+02  0.15533E+04  0.00000E+00  0.00000E+00  0.00000E+00  0.94486E+03  0.55850E+03  0.38642E+03  0.30529E+03  0.30000E+03
 0.27100E+02  0.15535E+04  0.00000E+00  0.00000E+00  0.00000E+00  0.94822E+03  0.56029E+03  0.38728E+03  0.30539E+03  0.30000E+03
 0.27200E+02  0.15535E+04  0.00000E+00  0.00000E+00  0.00000E+00  0.95157E+03  0.56208E+03  0.38814E+03  0.30549E+03  0.30000E+03
 0.27300E+02  0.15537E+04  0.00000E+00  0.00000E+00  0.00000E+00  0.95492E+03  0.56388E+03  0.38900E+03  0.30560E+03  0.30000E+03
 0.27400E+02  0.15538E+04  0.00000E+00  0.00000E+00  0.00000E+00  0.95831E+03  0.56565E+03  0.38987E+03  0.30570E+03  0.30000E+03
 0.27500E+02  0.15538E+04  0.00000E+00  0.00000E+00  0.00000E+00  0.96174E+03  0.56743E+03  0.39073E+03  0.30581E+03  0.30000E+03
 0.27600E+02  0.15540E+04  0.00000E+00  0.00000E+00  0.00000E+00  0.96521E+03  0.56921E+03  0.39160E+03  0.30591E+03  0.30000E+03
 0.27700E+02  0.15541E+04  0.00000E+00  0.00000E+00  0.00000E+00  0.96867E+03  0.57100E+03  0.39247E+03  0.30602E+03  0.30000E+03
 0.27800E+02  0.15542E+04  0.00000E+00  0.00000E+00  0.00000E+00  0.97213E+03  0.57285E+03  0.39334E+03  0.30613E+03  0.30000E+03
 0.27900E+02  0.15543E+04  0.00000E+00  0.00000E+00  0.00000E+00  0.97560E+03  0.57469E+03  0.39422E+03  0.30624E+03  0.30000E+03
 0.28000E+02  0.15543E+04  0.00000E+00  0.00000E+00  0.00000E+00  0.97914E+03  0.57654E+03  0.39511E+03  0.30635E+03  0.30000E+03
 0.28100E+02  0.15545E+04  0.00000E+00  0.00000E+00  0.00000E+00  0.98267E+03  0.57839E+03  0.39602E+03  0.30646E+03  0.30000E+03
 0.28200E+02  0.15545E+04  0.00000E+00  0.00000E+00  0.00000E+00  0.98618E+03  0.58024E+03  0.39695E+03  0.30658E+03  0.30000E+03
 0.28300E+02  0.15546E+04  0.00000E+00  0.00000E+00  0.00000E+00  0.98969E+03  0.58209E+03  0.39787E+03  0.30669E+03  0.30000E+03
 0.28400E+02  0.15547E+04  0.00000E+00  0.00000E+00  0.00000E+00  0.99327E+03  0.58393E+03  0.39879E+03  0.30681E+03  0.30000E+03
 0.28500E+02  0.15548E+04  0.00000E+00  0.00000E+00  0.00000E+00  0.99687E+03  0.58577E+03  0.39972E+03  0.30693E+03  0.30000E+03
 0.28600E+02  0.15549E+04  0.00000E+00  0.00000E+00  0.00000E+00  0.10005E+04  0.58761E+03  0.40064E+03  0.30704E+03  0.30000E+03
 0.28700E+02  0.15550E+04  0.00000E+00  0.00000E+00  0.00000E+00  0.10041E+04  0.58945E+03  0.40157E+03  0.30716E+03  0.30000E+03
 0.28800E+02  0.15551E+04  0.00000E+00  0.00000E+00  0.00000E+00  0.10077E+04  0.59129E+03  0.40250E+03  0.30728E+03  0.30000E+03
 0.28900E+02  0.15552E+04  0.00000E+00  0.00000E+00  0.00000E+00  0.10114E+04  0.59313E+03  0.40343E+03  0.30741E+03  0.30000E+03
 0.29000E+02  0.15553E+04  0.00000E+00  0.00000E+00  0.00000E+00  0.10150E+04  0.59497E+03  0.40437E+03  0.30753E+03  0.30000E+03
 0.29100E+02  0.15554E+04  0.00000E+00  0.00000E+00  0.00000E+00  0.10187E+04  0.59684E+03  0.40530E+03  0.30765E+03  0.30000E+03
 0.29200E+02  0.15555E+04  0.00000E+00  0.00000E+00  0.00000E+00  0.10223E+04  0.59874E+03  0.40624E+03  0.30778E+03  0.30000E+03
 0.29300E+02  0.15556E+04  0.00000E+00  0.00000E+00  0.00000E+00  0.10260E+04  0.60063E+03  0.40718E+03  0.30790E+03  0.30000E+03
 0.29400E+02  0.15557E+04  0.00000E+00  0.00000E+00  0.00000E+00  0.10297E+04  0.60253E+03  0.40811E+03  0.30803E+03  0.30000E+03
 0.29500E+02  0.15558E+04  0.00000E+00  0.00000E+00  0.00000E+00  0.10335E+04  0.60443E+03  0.40905E+03  0.30816E+03  0.30000E+03
 0.29600E+02  0.15559E+04  0.00000E+00  0.00000E+00  0.00000E+00  0.10372E+04  0.60633E+03  0.40999E+03  0.30829E+03  0.30000E+03
 0.29700E+02  0.15559E+04  0.00000E+00  0.00000E+00  0.00000E+00  0.10410E+04  0.60822E+03  0.41094E+03  0.30842E+03  0.30000E+03
 0.29800E+02  0.15560E+04  0.00000E+00  0.00000E+00  0.00000E+00  0.10447E+04  0.61010E+03  0.41188E+03  0.30855E+03  0.30000E+03
 0.29900E+02  0.15561E+04  0.00000E+00  0.00000E+00  0.00000E+00  0.10485E+04  0.61199E+03  0.41283E+03  0.30869E+03  0.30000E+03
 0.30000E+02  0.15562E+04  0.00000E+00  0.00000E+00  0.00000E+00  0.10523E+04  0.61387E+03  0.41378E+03  0.30882E+03  0.30000E+03
 0.30100E+02  0.15563E+04  0.00000E+00  0.00000E+00  0.00000E+00  0.10561E+04  0.61576E+03  0.41473E+03  0.30896E+03  0.30000E+03
 0.30200E+02  0.15564E+04  0.00000E+00  0.00000E+00  0.00000E+00  0.10599E+04  0.61764E+03  0.41568E+03  0.30909E+03  0.30000E+03
 0.30300E+02  0.15565E+04  0.00000E+00  0.00000E+00  0.00000E+00  0.10637E+04  0.61953E+03  0.41664E+03  0.30923E+03  0.30000E+03
 0.30400E+02  0.15565E+04  0.00000E+00  0.00000E+00  0.00000E+00  0.10675E+04  0.62144E+03  0.41761E+03  0.30937E+03  0.30000E+03
 0.30500E+02  0.15566E+04  0.00000E+00  0.00000E+00  0.00000E+00  0.10714E+04  0.62337E+03  0.41860E+03  0.30951E+03  0.30000E+03
 0.30600E+02  0.15567E+04  0.00000E+00  0.00000E+00  0.00000E+00  0.10752E+04  0.62531E+03  0.41960E+03  0.30965E+03  0.30000E+03
 0.30700E+02  0.15568E+04  0.00000E+00  0.00000E+00  0.00000E+00  0.10791E+04  0.62724E+03  0.42059E+03  0.30979E+03  0.30000E+03
 0.30800E+02  0.15569E+04  0.00000E+00  0.00000E+00  0.00000E+00  0.10830E+04  0.62918E+03  0.42159E+03  0.30994E+03  0.30000E+03
 0.30900E+02  0.15570E+04  0.00000E+00  0.00000E+00  0.00000E+00  0.10869E+04  0.63111E+03  0.42259E+03  0.31008E+03  0.30000E+03
 0.31000E+02  0.15570E+04  0.00000E+00  0.00000E+00  0.00000E+00  0.10908E+04  0.63304E+03  0.42360E+03  0.31023E+03  0.30000E+03
 0.31100E+02  0.15571E+04  0.00000E+00  0.00000E+00  0.00000E+00  0.10947E+04  0.63497E+03  0.42460E+03  0.31037E+03  0.30000E+03
 0.31200E+02  0.15572E+04  0.00000E+00  0.00000E+00  0.00000E+00  0.10987E+04  0.63688E+03  0.42561E+03  0.31052E+03  0.30000E+03
 0.31300E+02  0.15573E+04  0.00000E+00  0.00000E+00  0.00000E+00  0.11026E+04  0.63879E+03  0.42662E+03  0.31067E+03  0.30000E+03
 0.31400E+02  0.15573E+04  0.00000E+00  0.00000E+00  0.00000E+00  0.11066E+04  0.64071E+03  0.42764E+03  0.31082E+03  0.30000E+03
 0.31500E+02  0.15574E+04  0.00000E+00  0.00000E+00  0.00000E+00  0.11105E+04  0.64263E+03  0.42865E+03  0.31097E+03  0.30000E+03
 0.31600E+02  0.15575E+04  0.00000E+00  0.00000E+00  0.00000E+00  0.11145E+04  0.64455E+03  0.42965E+03  0.31113E+03  0.30000E+03
 0.31700E+02  0.15576E+04  0.00000E+00  0.00000E+00  0.00000E+00  0.11185E+04  0.64652E+03  0.43066E+03  0.31129E+03  0.30000E+03
 0.31800E+02  0.15577E+04  0.00000E+00  0.00000E+00  0.00000E+00  0.11225E+04  0.64849E+03  0.43167E+03  0.31145E+03  0.30000E+03
 0.31900E+02  0.15578E+04  0.00000E+00  0.00000E+00  0.00000E+00  0.11266E+04  0.65045E+03  0.43268E+03  0.31162E+03  0.30000E+03
 0.32000E+02  0.15578E+04  0.00000E+00  0.00000E+00  0.00000E+00  0.11306E+04  0.65242E+03  0.43369E+03  0.31179E+03  0.30000E+03
 0.32100E+02  0.15579E+04  0.00000E+00  0.00000E+00  0.00000E+00  0.11347E+04  0.65438E+03  0.43471E+03  0.31195E+03  0.30000E+03
 0.32200E+02  0.15580E+04  0.00000E+00  0.00000E+00  0.00000E+00  0.11387E+04  0.65635E+03  0.43573E+03  0.31212E+03  0.30000E+03
 0.32300E+02  0.15581E+04  0.00000E+00  0.00000E+00  0.00000E+00  0.11428E+04  0.65829E+03  0.43675E+03  0.31230E+03  0.30000E+03
 0.32400E+02  0.15581E+04  0.00000E+00  0.00000E+00  0.00000E+00  0.11469E+04  0.66025E+03  0.43778E+03  0.31247E+03  0.30000E+03
 0.32500E+02  0.15582E+04  0.00000E+00  0.00000E+00  0.00000E+00  0.11510E+04  0.66220E+03  0.43881E+03  0.31264E+03  0.30000E+03
 0.32600E+02  0.15583E+04  0.00000E+00  0.00000E+00  0.00000E+00  0.11551E+04  0.66415E+03  0.43984E+03  0.31281E+03  0.30000E+03
 0.32700E+02  0.15584E+04  0.00000E+00  0.00000E+00  0.00000E+00  0.11593E+04  0.66611E+03  0.44089E+03  0.31299E+03  0.30000E+03
 0.32800E+02  0.15584E+04  0.00000E+00  0.00000E+00  0.00000E+00  0.11635E+04  0.66808E+03  0.44197E+03  0.31317E+03  0.30000E+03
 0.32900E+02  0.15585E+04  0.00000E+00  0.00000E+00  0.00000E+00  0.11676E+04  0.67008E+03  0.44305E+03  0.31335E+03  0.30000E+03
 0.33000E+02  0.15586E+04  0.00000E+00  0.00000E+00  0.00000E+00  0.11718E+04  0.67208E+03  0.44413E+03  0.31353E+03  0.30000E+03
 0.33100E+02  0.15587E+04  0.00000E+00  0.00000E+00  0.00000E+00  0.11760E+04  0.67408E+03  0.44518E+03  0.31371E+03  0.30000E+03
 0.33200E+02  0.15587E+04  0.00000E+00  0.00000E+00  0.00000E+00  0.11802E+04  0.67608E+03  0.44624E+03  0.31389E+03  0.30000E+03
 0.33300E+02  0.15588E+04  0.00000E+00  0.00000E+00  0.00000E+00  0.11845E+04  0.67807E+03  0.44731E+03  0.31407E+03  0.30000E+03
 0.33400E+02  0.15589E+04  0.00000E+00  0.00000E+00  0.00000E+00  0.11887E+04  0.68007E+03  0.44839E+03  0.31426E+03  0.30000E+03
 0.33500E+02  0.15589E+04  0.00000E+00  0.00000E+00  0.00000E+00  0.11930E+04  0.68206E+03  0.44947E+03  0.31444E+03  0.30000E+03
 0.33600E+02  0.15590E+04  0.00000E+00  0.00000E+00  0.00000E+00  0.11973E+04  0.68405E+03  0.45055E+03  0.31463E+03  0.30000E+03
 0.33700E+02  0.15591E+04  0.00000E+00  0.00000E+00  0.00000E+00  0.12016E+04  0.68604E+03  0.45164E+03  0.31482E+03  0.30000E+03
 0.33800E+02  0.15592E+04  0.00000E+00  0.00000E+00  0.00000E+00  0.12059E+04  0.68803E+03  0.45273E+03  0.31501E+03  0.30000E+03
 0.33900E+02  0.15592E+04  0.00000E+00  0.00000E+00  0.00000E+00  0.12102E+04  0.69003E+03  0.45382E+03  0.31520E+03  0.30000E+03
 0.34000E+02  0.15593E+04  0.00000E+00  0.00000E+00  0.00000E+00  0.12146E+04  0.69205E+03  0.45491E+03  0.31539E+03  0.30000E+03
 0.34100E+02  0.15593E+04  0.00000E+00  0.00000E+00  0.00000E+00  0.12190E+04  0.69408E+03  0.45600E+03  0.31558E+03  0.30000E+03
 0.34200E+02  0.15594E+04  0.00000E+00  0.00000E+00  0.00000E+00  0.12234E+04  0.69609E+03  0.45708E+03  0.31578E+03  0.30000E+03
